words,count
kasaysayan,22155
kahit,21966
dating,21893
maaari,21880
wika,21857
parehong,21725
tungkol,21186
pagkakaroon,21178
simbahan,21148
papa,21101
higit,21014
agham,20926
dapat,20751
hayop,20749
apat,20493
sistemang,20222
kristiyano,20096
mataas,20071
tubig,19983
opisyal,19981
ii,19941
silangan,19852
anyo,19835
ce,19789
bata,19710
ama,19667
sina,19660
juan,19654
muling,19622
partikular,19486
ikalawang,19165
dagat,19160
huling,19031
asya,18978
kahulugan,18937
silangang,18883
tumutukoy,18709
bahay,18383
ngayon,18375
pilipino,18371
pablo,18351
itinuturing,18278
ilan,18202
simbahang,18067
katoliko,18028
kaharian,18019
kasalukuyang,17973
nagmula,17884
kinabibilangan,17751
deg,17728
halos,17653
bibliya,17613
anumang,17608
kasapi,17543
maliit,17191
sumusunod,17190
espanya,17152
tsina,17094
e,17068
malapit,17040
wala,17002
pook,16902
pambansang,16892
padre,16848
nina,16607
gawa,16540
nagkaroon,16346
daigdig,16330
width,16325
pagkain,16317
griyego,16307
kadalasang,16194
tipan,16083
ginamit,15955
ipinanganak,15912
kapatid,15880
nitong,15844
simula,15710
sistema,15681
kapangyarihan,15602
katangian,15599
relihiyon,15542
c,15359
pulo,15351
marcos,15306
rehiyon,15259
kanluran,15257
pinuno,15154
kapitan,15133
sinabi,15116
in,15081
iyon,15073
kamatayan,14956
gawain,14928
y,14858
digmaang,14815
namatay,14768
sanhi,14758
hari,14738
marami,14714
gayunpaman,14680
hudyo,14663
silang,14653
s,14639
pangalang,14534
tunay,14533
n,14484
ina,14425
ebanghelyo,14370
hinggil,14369
output,14167
ganitong,14145
italya,14039
gitnang,14021
batay,14017
pangulo,13991
pransiya,13986
kaugnayan,13979
republika,13962
salita,13943
dugo,13912
katumbas,13907
nagbibigay,13869
samantalang,13852
man,13843
bce,13746
digmaan,13702
pamilya,13601
orihinal,13582
ginawa,13509
kaysa,13489
paaralan,13424
pati,13417
antas,13407
ekonomiya,13402
punong,13382
itinatag,13354
nagsimula,13350
pagbabago,13348
pinakamalaking,13345
milyong,13344
asawa,13316
halip,13268
ilog,13241
matapos,13236
kaugnay,13223
gumagamit,13215
sulat,13185
pero,13057
kanlurang,13009
larangan,12888
naglalaman,12881
kulay,12847
gawaing,12768
pangkalahatang,12766
roma,12750
imperyo,12734
lupa,12678
lupain,12659
la,12656
x,12618
gamit,12602
amerika,12595
kanila,12595
ibig,12577
sining,12538
parser,12518
mateo,12397
mayo,12387
jose,12356
to,12232
muslim,12196
latin,12159
teoriya,12128
pananaw,12109
madalas,12084
banal,12044
lipunan,11971
emperador,11901
hilaga,11817
batang,11813
nangangahulugang,11804
manlalaro,11788
kristiyanismo,11786
malawak,11757
marso,11752
babaeng,11738
pranses,11710
enero,11644
tanging,11631
buwan,11610
kaniya,11555
dumating,11549
abril,11454
akda,11418
isinulat,11398
sariling,11385
rito,11380
gamot,11347
pagtatalik,11305
labas,11297
modernong,11238
amerikano,11227
kasalukuyan,11210
lumang,11200
disyembre,11165
kanya,11156
tagalog,11152
magmula,11142
kapwa,11122
sukat,11110
imperyong,11085
alemanya,11052
d,11027
kultura,10996
pinaka,10992
oras,10975
heneral,10968
gayundin,10966
taga,10958
palabas,10948
edad,10910
mahalagang,10908
hunyo,10906
nahahati,10877
m,10865
santa,10849
una,10842
israel,10822
karaniwan,10795
likas,10735
paggawa,10691
oktubre,10662
aprika,10660
agosto,10657
tumukoy,10610
sumunod,10607
halaga,10598
umiiral,10579
ugnayan,10577
lalo,10540
hulyo,10493
minsan,10472
barangay,10457
dahilan,10456
tinawag,10390
del,10314
setyembre,10287
elias,10245
katao,10244
indibidwal,10232
selula,10216
pampolitika,10207
telebisyon,10176
limang,10165
kailangan,10149
iii,10136
kasarian,10127
europeo,10119
pebrero,10107
organismo,10078
mababang,10075
pagkakaiba,10044
dalawa,10037
nagiging,10014
lucas,9998
militar,9993
puno,9981
layunin,9891
,9869
kamay,9849
proseso,9843
nobyembre,9819
rizal,9817
anim,9802
korea,9796
lalaking,9792
min,9770
panlipunan,9762
labis,9759
gulang,9732
bukod,9720
unibersidad,9694
gumawa,9681
f,9680
paniniwala,9669
santo,9665
don,9660
pandaigdig,9644
kaso,9628
sinasabing,9611
pinag,9596
sibil,9573
pedro,9570
hapones,9561
lumitaw,9557
balat,9534
alam,9525
l,9513
linya,9508
bumubuo,9484
pelikula,9459
nagkakaisang,9441
ari,9432
muli,9396
ibabaw,9389
ehipto,9376
dekada,9376
pari,9357
lang,9343
tuwing,9341
new,9306
resulta,9273
mahigit,9257
aleman,9236
ulo,9232
nilang,9231
malakas,9222
papel,9215
makabagong,9198
lokal,9179
magkaroon,9164
sangay,9125
daang,9104
kabisera,9103
islam,9084
pisikal,9067
grupo,9066
john,9061
konseho,9053
maaring,9045
comune,9036
pangyayari,9017
pagkaraan,8999
tungkulin,8948
tinatayang,8943
haring,8939
dna,8918
daan,8898
kawalan,8873
ano,8830
talaan,8806
noon,8738
mamamayan,8695
obispo,8675
naniniwala,8669
damaso,8651
pagbibigay,8651
tahanan,8641
paano,8599
lakas,8553
kuwento,8496
labanan,8490
dantaon,8486
bundok,8446
tawag,8423
patuloy,8417
halaman,8338
h,8336
magulang,8323
pangalawang,8321
nagpapakita,8315
p,8298
kahirapan,8293
manunulat,8280
edukasyon,8271
gamitin,8266
hangin,8227
pandaigdigang,8200
mabilis,8191
hangganan,8181
dakilang,8148
nakita,8145
maliliit,8126
mang,8057
pamamaraan,8054
produkto,8038
epekto,8035
j,8032
katutubong,8028
teritoryo,8019
herusalem,7984
enerhiya,7983
unyong,7971
makikita,7955
britanya,7936
trabaho,7925
huli,7910
bato,7890
gabi,7874
mata,7873
alagad,7861
al,7856
patungo,7842
ugnayang,7836
gayon,7836
september,7824
hugis,7821
v,7797
kabuuang,7789
nangyari,7786
pilosopiya,7782
maliban,7775
sunod,7774
kalagayan,7742
nagbigay,7739
literal,7739
ikatlong,7730
sari,7701
b,7657
ibinigay,7651
awit,7635
pinagmulan,7634
bakterya,7594
katagang,7581
linggo,7575
diwa,7570
ginagawa,7556
tiyak,7506
kapanahunan,7493
india,7486
kilalang,7477
kalaunang,7440
distrito,7428
malaki,7425
kalikasan,7423
paksa,7422
natatanging,7418
liwanag,7409
nakikilala,7382
apostol,7338
hukbong,7333
heidelberg,7323
sapat,7275
griyegong,7250
gene,7209
titi,7204
putbol,7201
naunang,7195
magiging,7191
pamumuno,7191
pagdating,7187
kalayaan,7186
posisyon,7179
kababaihan,7135
damdamin,7120
iisang,7119
kakayahang,7119
karamdaman,7106
liham,7090
pangkaraniwang,7072
milyon,7069
mo,7068
quezon,7023
parang,6989
nilalang,6986
salaysay,6985
teoriyang,6963
ukol,6960
mahalaga,6959
unlad,6948
world,6947
republikang,6943
ugat,6926
kalakhang,6905
panlabas,6902
papunta,6901
tulong,6893
hudaismo,6885
ebolusyon,6879
kundi,6873
skolar,6855
kaalaman,6834
matematika,6832
puso,6812
titik,6808
problema,6802
irlanda,6799
teksto,6790
pinaniniwalaang,6787
buddha,6776
tanyag,6774
pakikipagtalik,6769
namang,6769
elemento,6749
university,6740
tinutukoy,6733
sakop,6730
pamahalaang,6728
k,6701
kakayahan,6688
partido,6685
rusya,6673
malalaking,6670
natural,6644
panganib,6641
madaling,6641
katangiang,6641
kura,6605
ipinaganak,6601
impormasyon,6601
nais,6593
natagpuan,6593
isip,6577
gitna,6576
naganap,6558
panloob,6551
species,6538
muhammad,6532
saring,6532
hanay,6531
pangangailangan,6502
sobyet,6491
espesye,6490
pagkakataon,6488
ninuno,6468
kalusugan,6464
for,6460
network,6455
seryeng,6448
donya,6403
kinatawan,6403
itaas,6401
lalake,6381
sabihin,6375
nabubuhay,6374
pitong,6367
saligang,6364
katimugang,6351
go,6348
ako,6336
pormal,6324
g,6323
nga,6314
laro,6286
minsang,6283
artista,6281
humantong,6280
pahayag,6254
santiago,6245
tamang,6231
dulo,6226
ministro,6217
october,6201
kasalanan,6194
buto,6177
kapuluan,6158
pakikipag,6146
utak,6143
bk,6141
tauhan,6140
bahaging,6130
mababa,6129
pinakamataas,6125
paglikha,6123
gumagawa,6121
maagang,6088
nilikha,6082
damit,6068
senso,6067
lumilitaw,6057
manga,6057
kasunduan,6053
init,6048
tsino,6017
kasunod,6012
ulit,6010
espanyol,6008
ko,6005
pamantasan,6001
paa,5979
pamamahala,5973
sisa,5959
pananampalataya,5944
nakilala,5942
lumikha,5941
pumasok,5937
kesa,5932
libingan,5932
malawakang,5926
gusali,5910
kaibigan,5906
musika,5904
maling,5895
gumamit,5888
sanggol,5886
kailangang,5872
luzon,5867
larawan,5858
karagdagan,5847
kada,5844
sintomas,5840
abenida,5834
kabuuan,5818
panitikan,5793
patakaran,5789
isinasagawa,5788
materyal,5786
siyentipiko,5782
dibdib,5776
mabuting,5773
displaystyle,5768
kumulang,5761
amerikanong,5750
anyong,5747
sentro,5741
aral,5718
daantaon,5709
tunog,5686
constantine,5676
no,5671
aquino,5668
hudas,5647
itim,5646
alto,5639
paglalakbay,5632
halamang,5624
tungo,5608
kabataan,5607
hebreo,5604
tradisyon,5599
ebidensiya,5596
katotohanan,5595
album,5587
relihiyoso,5577
michael,5575
nangyayari,5575
kilometro,5573
manila,5573
galing,5570
halalan,5565
katayuan,5557
mahirap,5553
kasal,5545
naninirahan,5537
kalaunan,5537
tila,5535
linyang,5523
gresya,5522
diego,5522
binata,5505
estasyon,5501
masa,5500
pinamumunuan,5500
yugto,5493
iisip,5492
anime,5491
is,5469
sinasabi,5467
pananaliksik,5452
pagsusuri,5447
normal,5447
kinikilala,5444
nakatuon,5443
mukha,5437
mahabang,5431
united,5429
nagaganap,5425
dami,5418
estadong,5418
baybayin,5407
karapatan,5405
organisasyon,5404
kabahayan,5403
basilio,5399
homoseksuwal,5397
ideya,5367
diin,5362
industriya,5339
impluwensiya,5338
natuklasan,5336
karagdagang,5328
gawin,5319
ortodokso,5318
pagsasanay,5318
pamumuhay,5309
konsepto,5302
iv,5294
payak,5281
malamang,5273
isipan,5256
karapatang,5254
on,5254
nagsasaad,5247
pamayanan,5240
doon,5235
kapulungan,5231
huwag,5229
katawagan,5228
pamagat,5227
kabila,5224
alang,5221
kapaligiran,5218
serye,5211
van,5204
miyembro,5201
pangkalahatan,5199
humigit,5188
pagtaas,5176
kanon,5172
dinastiyang,5168
kilos,5167
kadalasan,5158
ganap,5152
trentino,5151
filipino,5149
malayang,5149
lumabas,5143
inilalarawan,5143
adige,5135
inglatera,5113
haba,5109
venezia,5106
philippine,5087
intsik,5086
aari,5079
pangulong,5074
r,5069
lawa,5053
negosyo,5053
mismong,5049
guro,5041
kahulugang,5040
beses,5027
iyong,5021
relasyon,5011
pananakop,5008
impeksiyon,4996
city,4983
iskolar,4966
base,4965
klaseng,4965
kaagad,4963
norte,4955
relihiyong,4952
march,4951
unti,4947
salapi,4942
homo,4941
nakaraang,4931
serbisyo,4929
masel,4924
pamilihan,4924
matinding,4915
itlog,4914
metro,4914
samantala,4911
tiago,4906
krus,4902
nabuo,4898
giulia,4898
pisika,4895
nagsimulang,4892
international,4882
lebel,4879
kompyuter,4877
pantao,4864
california,4863
sangkap,4859
daanan,4856
sinasalita,4841
hinango,4832
termino,4821
dulot,4815
kumakatawan,4815
canada,4810
da,4807
ating,4799
sudtiroltuskanyaumbriaveneto,4797
molisepiemontesardiniasicilia,4797
lazioligurialombardymarche,4797
romagnafriuli,4797
calabriacampaniaemilia,4797
aostaapuliabasilicata,4797
abruzzolambak,4797
ginto,4794
pagpili,4788
tatak,4787
araling,4782
rehiyong,4774
matandang,4772
presyo,4768
tag,4766
paglalarawan,4762
bandang,4758
suliranin,4757
asawang,4741
monferrato,4738
gayong,4735
salvi,4731
york,4731
mehiko,4729
nangangailangan,4722
sur,4712
politika,4702
modelo,4702
kasulatan,4700
israelita,4691
paraang,4691
samahan,4680
nauugnay,4676
matanda,4671
laman,4647
binigyang,4640
prosesong,4638
baka,4634
bunga,4620
national,4619
punto,4606
bituin,4602
pelikulang,4578
paggamot,4575
kilusang,4574
kauna,4572
posibleng,4569
paligid,4562
fossil,4561
pula,4559
pangkasarian,4558
depresyon,4555
salin,4545
matagumpay,4535
bakit,4525
pangyayaring,4524
el,4520
tingnan,4520
pagkamatay,4519
kailan,4509
kulturang,4508
bumalik,4507
butas,4504
uniberso,4501
mabuti,4495
maikling,4488
pantay,4483
birhen,4452
hiwalay,4448
panginoon,4436
programa,4435
nagawa,4433
isda,4432
nakabatay,4430
talagang,4429
temperatura,4428
matagal,4419
nakikita,4417
palaiologos,4412
baboy,4399
kalakalan,4398
usapan,4394
nagmumula,4392
panitikang,4390
pagtanggap,4375
malinaw,4373
pagbagsak,4366
gilid,4363
mahusay,4356
sahod,4355
klase,4355
pansin,4353
bukas,4348
kapanganakan,4345
nabanggit,4342
paniniwalang,4335
naglalarawan,4333
produksiyon,4325
alperes,4323
arabo,4317
nagpapahiwatig,4310
palomar,4304
ruso,4302
kinuha,4301
yunit,4298
hiv,4296
kalimitang,4291
patay,4288
pamamaraang,4286
kawalang,4282
karanasan,4278
taas,4274
hangul,4272
umalis,4271
w,4267
nakuha,4266
kautusan,4263
inilarawan,4262
kompanya,4261
templo,4250
as,4242
sama,4240
langis,4239
tula,4235
kondisyon,4234
pagdiriwang,4225
langit,4225
sikat,4224
pilipinong,4223
gobernador,4221
pampublikong,4217
kinasasangkutan,4215
sampung,4211
binigyan,4206
pamilyang,4199
gawi,4191
pagbabagong,4187
pamayanang,4186
school,4185
pinaniniwalaan,4181
tradisyonal,4180
ka,4171
siyudad,4160
los,4157
angkop,4153
kontrol,4152
mesa,4151
kristo,4147
francisco,4142
tanda,4139
popular,4136
polonya,4132
bulaklak,4130
guinea,4128
suso,4126
homoseksuwalidad,4122
james,4122
likod,4120
center,4115
kahoy,4115
pariralang,4110
aawit,4106
kalakal,4105
personal,4105
rate,4103
valley,4099
galaw,4096
siyam,4090
tangway,4090
malaman,4081
august,4076
tagasunod,4076
legal,4074
teknolohiya,4073
tumaas,4070
koreano,4065
katutubo,4062
katawagang,4059
nagdulot,4050
palaging,4049
unahang,4043
ba,4043
makita,4038
tuloy,4037
terminong,4037
kapangyarihang,4032
paris,4028
labi,4027
karagatang,4022
nauchnij,4018
apoy,4015
kamag,4011
mahahalagang,4006
magandang,4002
hukbo,3996
sentral,3987
kong,3985
lansangan,3985
takot,3982
indonesia,3981
aking,3980
ganito,3979
dalaga,3977
km,3968
pamantayan,3966
sundalo,3964
uring,3958
kinakailangan,3953
hukuman,3941
inilabas,3933
pagtuturo,3929
aasal,3927
ugali,3923
metal,3916
naniniwalang,3916
tinatanggap,3913
ibon,3912
nawala,3907
bumuo,3907
isinaad,3898
gma,3897
manggagawa,3896
reyna,3895
atomo,3884
kolehiyo,3879
kataga,3878
paglago,3876
area,3870
anong,3869
baga,3858
republic,3855
natatangi,3854
pasipiko,3853
ginawang,3847
aangkin,3844
us,3840
aspeto,3839
nagsisimula,3839
patungong,3836
bakal,3831
dati,3819
kalahati,3813
matatag,3811
tala,3809
malay,3804
mainit,3802
kapayapaan,3802
gales,3799
publiko,3798
naka,3796
dahon,3796
saklaw,3794
pagsubok,3792
mitolohiyang,3792
paaralang,3790
pagkaing,3779
dagdag,3778
moises,3777
lahi,3775
alkalde,3773
kumbento,3772
walong,3770
iminungkahi,3769
nangangahulugan,3768
jr,3764
malaysia,3764
buhok,3762
paghahari,3761
tradisyong,3759
pagpapahalaga,3753
kakulangan,3744
manggagamot,3742
ebreo,3741
mindanao,3739
karne,3735
panig,3729
totoo,3726
eskosya,3725
bibig,3720
atake,3719
nanalo,3717
alak,3716
maliwanag,3716
paminsan,3712
nasabing,3704
pilosopiyang,3703
pangkaraniwan,3701
umaabot,3695
kaluluwa,3694
ngipin,3693
dinala,3692
patakarang,3687
dalubhasa,3686
olimpiko,3686
tagumpay,3678
sino,3670
yari,3664
kalye,3664
libong,3662
direktang,3661
krimen,3660
tanggapan,3660
mismo,3657
kandidato,3655
david,3655
kahabaan,3651
simbolo,3651
college,3651
pamantayang,3650
karagatan,3649
nagpatuloy,3648
kimikal,3647
ekonomiko,3645
constantino,3641
binuo,3640
seleksiyon,3639
leo,3639
tinanggap,3636
nagsasalita,3635
banda,3634
batong,3633
umabot,3624
sumulat,3622
kasanayan,3615
mahal,3613
kanluranin,3610
kristiyanong,3608
medisina,3600
tuwirang,3594
bersiyon,3594
kaisipan,3592
february,3591
katuruan,3589
itinayo,3588
you,3584
pista,3578
pagkilala,3575
central,3574
binanggit,3570
espesyal,3566
american,3564
nagbabago,3562
kongreso,3562
nararapat,3558
leon,3557
kaunting,3551
italyano,3550
that,3548
dr,3546
ulat,3543
himpilan,3540
an,3538
sinundan,3529
lubos,3526
puting,3524
pilosopo,3523
nakatira,3523
presyon,3522
katalik,3522
kapuluang,3520
isabel,3518
hitler,3517
munisipalidad,3509
utos,3508
kuwentong,3507
north,3507
kasamang,3506
gaanong,3505
partidong,3501
pera,3497
ipinakilala,3495
analisis,3493
mahihirap,3490
november,3488
ikaapat,3487
nagtatag,3485
kasangkapang,3484
kasangkapan,3482
kalagitnaan,3481
seksuwalidad,3477
institusyon,3477
ma,3473
artikulo,3470
klasikong,3468
was,3465
lumilikha,3460
nk,3458
charles,3458
cebu,3457
modelong,3454
labing,3449
muna,3444
kaganapan,3437
vi,3436
william,3430
propeta,3426
isinagawa,3418
robert,3416
suporta,3415
demokratikong,3414
gas,3413
tiyago,3411
tumungo,3409
bangko,3408
sekswal,3407
kastilang,3405
silid,3405
tanong,3402
tanakh,3397
magbigay,3393
ipinahayag,3390
simpleng,3389
lalong,3389
mainam,3387
interes,3387
politiko,3386
natin,3386
trono,3373
pasyente,3372
union,3371
nilalaman,3368
wikipedia,3368
kita,3367
isla,3366
magkatulad,3365
sagisag,3365
grupong,3361
katinig,3358
sanggunian,3356
clara,3352
bangkay,3350
malaya,3345
pagsasagawa,3343
korte,3341
mamatay,3341
alitan,3335
nananatiling,3332
bilyong,3331
panggagamot,3329
piling,3329
kagawaran,3324
paghahanap,3318
by,3310
miguel,3308
programang,3306
negatibong,3306
mahigpit,3305
pambansa,3303
baha,3296
australia,3294
ibaba,3288
kahalagahan,3285
balita,3281
produktong,3281
larong,3280
nanatili,3278
kanluraning,3277
harap,3276
pagnanais,3272
south,3264
rafael,3262
ref,3262
paglipas,3261
tulay,3260
pangungusap,3259
puwesto,3257
lawak,3256
ekonomika,3254
kemikal,3253
pamamaga,3250
bigkas,3247
selulang,3244
nagsasagawa,3244
kalapit,3243
masamang,3242
mi,3241
pangkatawan,3239
pinalitan,3239
persian,3238
kalalakihan,3234
birus,3233
ad,3233
budismo,3231
prinsipyo,3227
sabay,3225
operasyon,3221
or,3218
paring,3213
iral,3209
nagkakaroon,3207
binago,3205
disiplina,3200
daloy,3199
pinunong,3199
disenyo,3198
utang,3194
unting,3192
manuel,3191
pagkabuhay,3187
distritong,3185
balangkas,3185
layuning,3185
sinimulan,3180
pagpapahayag,3178
kalihim,3178
doktrina,3178
laguna,3176
kawal,3176
kayarian,3176
sasakyang,3175
paghahanda,3174
january,3171
espiritu,3165
pagpapaunlad,3164
coordinates,3164
henetiko,3163
tagapagtatag,3157
houten,3155
umunlad,3154
pagtukoy,3146
wolf,3144
church,3139
pampagtatalik,3137
timbang,3136
lumipat,3132
hinaharap,3131
pagkawala,3131
pulang,3125
pederal,3124
pinakamatandang,3123
saserdote,3123
pagbabalik,3120
anghel,3119
austria,3116
tugon,3115
kaunti,3113
edsa,3112
katipunan,3109
nobela,3107
plano,3105
tatlo,3104
ipinapakita,3103
kopya,3100
internet,3100
tukuyin,3099
parte,3099
zamboanga,3097
bumagsak,3097
oriental,3094
liberal,3092
jesus,3090
masedonya,3080
it,3077
santos,3076
matematikal,3074
kalooban,3074
indiya,3070
constantinople,3070
gusto,3069
elektron,3069
ebolb,3068
batayan,3068
katunayan,3065
sektang,3063
shi,3061
paglaki,3060
inang,3060
pangkasalukuyang,3054
agad,3054
tirahan,3054
joseph,3053
tumanggap,3050
populasyong,3037
organismong,3036
dayuhan,3031
bakuna,3029
palitan,3026
belhika,3024
karunungan,3023
salungat,3021
unggarya,3014
posisyong,3013
gastos,3007
kasabay,3007
tradisyunal,3005
nasasakupan,3002
kaugalian,2999
pagpatay,2996
mamalya,2993
aaralan,2992
nakatanggap,2991
pribadong,2991
sayaw,2988
pasko,2985
arabe,2984
sumali,2983
association,2982
porsiyento,2979
gobyerno,2974
senado,2970
up,2967
nagdudulot,2967
gdp,2965
pagpasok,2963
puwersa,2963
edukasyong,2962
pinamunuan,2959
nagsisilbing,2959
alamat,2958
pananalapi,2956
puwersang,2950
puti,2950
linares,2943
asido,2940
pangkalusugan,2935
espasyo,2928
akdang,2928
east,2923
ali,2922
congo,2922
punsiyon,2921
kagamitan,2921
paliwanag,2920
pagsulat,2919
bc,2918
marahil,2917
portuges,2915
fernando,2911
kapistahan,2911
pagpapakamatay,2910
malalim,2910
abs,2910
pandagat,2906
umaga,2902
piraso,2898
tenyente,2896
pagsasaliksik,2896
umuunlad,2894
pasig,2892
komisyon,2886
pareho,2884
cbn,2883
pinili,2879
molekula,2878
tumatanggap,2877
barko,2876
cagayan,2872
hong,2869
namuno,2869
sultan,2856
samahang,2854
kalinangan,2853
iisa,2848
nabuhay,2848
canavese,2844
british,2844
tama,2844
moral,2839
pagsusulat,2835
guhit,2834
malamig,2833
milya,2830
bus,2828
aralan,2825
lokasyon,2824
kalawakan,2820
natitirang,2819
agrikultura,2818
tv,2817
tawagin,2817
thailand,2816
komunista,2815
septuagint,2815
depende,2815
bisa,2811
petsa,2810
medikal,2810
paghihiwalay,2810
martin,2809
interpretasyon,2809
ilarawan,2808
kasunduang,2807
sobrang,2807
susunod,2806
pangkultura,2806
buwis,2804
sekta,2801
proyekto,2800
isyu,2798
mesiyas,2796
sumapit,2794
gawing,2791
palasyo,2791
henry,2790
kolonya,2789
taiwan,2788
kagandahan,2788
islands,2788
kinabukasan,2785
pananalita,2785
tekstong,2783
hango,2783
jackson,2782
ue,2780
kasiyahan,2780
karakter,2780
pamantasang,2775
pagkaraang,2772
natapos,2771
shia,2766
anatomiya,2765
panrelihiyon,2765
protestante,2765
tren,2764
katawang,2764
komunikasyon,2763
yelo,2763
pagka,2763
banggit,2756
halagang,2755
bangka,2754
ipinangalan,2752
itinuring,2748
corinto,2748
datos,2747
kayamanan,2743
kardinal,2742
buo,2742
paksang,2741
palarong,2738
anderson,2737
bilis,2737
galit,2737
pangangasiwa,2736
nagtapos,2736
umiral,2735
gayunman,2733
pader,2732
partikulo,2732
ingglatera,2732
wakas,2728
etniko,2726
kanser,2723
kumalat,2722
april,2721
payo,2720
philippines,2719
bagkus,2719
pagbigkas,2718
prepektura,2718
daliri,2718
inilagay,2717
portugal,2716
chernykh,2714
cruz,2713
umaayon,2711
usap,2710
musikang,2707
ambag,2706
lohika,2703
ferdinand,2702
iran,2702
ilocos,2701
kahariang,2701
height,2701
bigat,2700
historikal,2700
carlos,2695
pagsamba,2693
tinapay,2692
estrada,2691
yaman,2690
moralidad,2689
pundamental,2688
ulan,2687
pares,2686
saint,2686
indibiduwal,2685
tanggap,2681
binabaybay,2678
kalaban,2678
pagkilos,2676
mekaniks,2675
crispin,2674
magagamit,2673
direksiyon,2673
eksperimento,2671
konsehong,2671
pulong,2670
paningin,2668
law,2667
iglesia,2667
kapalit,2663
sitwasyon,2663
mananaliksik,2658
makinang,2658
ekwasyong,2656
davao,2656
beijing,2656
pahina,2655
diwang,2652
virus,2652
hika,2650
isinama,2650
dilaw,2649
gulay,2648
kingdom,2647
mangyari,2646
pagganap,2645
ipinagdiriwang,2645
hula,2644
kalipunan,2643
protina,2642
layo,2642
set,2641
nagsasabing,2641
bayani,2640
ikalawa,2639
pagbuo,2638
pagpapanatili,2634
paghahati,2634
st,2632
teorya,2632
nalalaman,2632
komunidad,2631
inaasahang,2630
supling,2630
tinig,2626
kina,2625
ritwal,2624
kumakain,2624
references,2621
mabilisang,2621
likido,2621
manuskrito,2619
elementong,2616
with,2616
pagpupulong,2616
larangang,2615
nakalilipas,2614
solusyon,2614
nanatiling,2614
general,2614
biyolohiya,2612
simulang,2600
laki,2598
sinulat,2596
mutasyon,2595
yahweh,2595
daw,2594
puwit,2593
iwas,2592
misa,2592
bantog,2592
tinuturing,2591
sanga,2589
aksiyon,2587
bahagyang,2586
pinsala,2586
kontinente,2586
makamit,2586
tomas,2582
lipunang,2582
king,2576
pangunahin,2576
atlantiko,2575
napaka,2566
angeles,2566
sagot,2565
bilog,2563
kaayusan,2563
sinakop,2562
hakbang,2561
nakalipas,2561
pagsasama,2558
nagreresulta,2557
alon,2557
system,2554
paulit,2554
montenegro,2553
talaga,2552
ca,2552
makina,2550
tiya,2549
from,2549
haligi,2549
internasyonal,2548
gatas,2547
bigyan,2547
tasyo,2545
persa,2545
george,2544
magkapatid,2543
isdang,2542
magpahanggang,2542
uugnay,2540
antonio,2540
sasakyan,2539
russia,2536
sumasaklaw,2533
eslobakya,2532
kwantum,2531
nakamit,2530
patong,2529
tubo,2527
tiyan,2525
felipe,2523
sinumang,2522
pangangalaga,2521
darwin,2520
sinabing,2516
pumapayag,2514
tumagal,2513
gumaganap,2513
kinakailangang,2513
sudan,2512
kaguluhan,2511
kasong,2506
mangangalakal,2504
desisyon,2504
kimika,2504
alpabetong,2502
kumuha,2501
ginagamitan,2501
bababa,2499
sumasakop,2499
hudyong,2499
kabaligtaran,2498
kaaway,2498
biktima,2498
