words,count
Europa,23160
matatagpuan,23121
mag,23076
sapagkat,23017
halimbawa,22925
Romano,22870
ding,22864
Hindi,22833
paraan,22660
Kastila,22595
Siya,22453
sakit,21747
wika,21452
Timog,21414
tungkol,21323
parehong,21299
pagkakaroon,21137
hayop,20983
panahong,20872
Isa,20771
tubig,20451
kasaysayan,20288
apat,20236
Isang,20072
anyo,19912
dapat,19892
Kristiyano,19843
higit,19717
II,19686
CE,19672
Juan,19635
bata,19532
t,19464
agham,19430
binubuo,19361
opisyal,19211
dating,19181
20,19054
bahay,19052
Kabilang,18973
Asya,18954
kahulugan,18922
sistemang,18713
sinaunang,18586
partikular,18494
mataas,18369
muling,18307
Pablo,18243
4,18196
subalit,18160
Pilipino,18051
sina,17976
deg,17714
kahit,17669
ngayon,17543
anumang,17409
The,17304
huling,17259
5,17209
Katoliko,17197
Espanya,17150
kinabibilangan,17075
Tsina,17038
sumusunod,16934
Kung,16807
a,16776
maliit,16496
Padre,16441
ama,16413
kapatid,16374
nina,16360
tumutukoy,16335
pook,16328
width,16323
10,16314
kasalukuyang,16249
Griyego,16200
pagkain,16187
kasapi,16173
itinuturing,15959
19,15938
nitong,15847
kapangyarihan,15772
Papa,15769
wala,15527
timog,15495
15,15494
halos,15366
Bibliya,15341
katangian,15316
bagaman,15300
Marcos,15296
malapit,15237
relihiyon,15230
Tipan,15103
Bagong,14923
Bilang,14923
gawain,14911
sistema,14896
kaniya,14887
iyon,14866
pinuno,14795
kamatayan,14747
E,14733
6,14665
kanila,14608
salita,14594
nagmula,14593
Simbahang,14564
silang,14553
mayroon,14528
tunay,14491
Hudyo,14473
sanhi,14463
pangalang,14461
16,14411
12,14321
ginamit,14269
maaari,14256
Nang,14246
ganitong,14172
output,14161
dugo,14058
Italya,14038
kadalasang,14003
14,13991
Pransiya,13982
man,13943
7,13844
kaugnayan,13842
ilan,13713
Gayunpaman,13671
in,13595
hinggil,13586
asawa,13559
rehiyon,13540
kaysa,13507
BCE,13435
ipinanganak,13431
8,13429
milyong,13328
hari,13317
Hilagang,13309
simula,13305
halip,13299
daigdig,13264
pamilya,13243
pinakamalaking,13231
lupa,13227
antas,13207
ginawa,13142
namatay,13130
nagbibigay,13113
pagbabago,13076
A,13035
samantalang,12982
lupain,12974
ina,12966
Halimbawa,12895
orihinal,12866
larangan,12843
nagkaroon,12834
pati,12817
Roma,12716
ekonomiya,12663
gawaing,12577
Amerika,12547
ibig,12545
kulay,12538
parser,12518
Pagkatapos,12423
Mateo,12397
Mayo,12361
Silangang,12360
simbahan,12346
gumagamit,12345
Jose,12344
gamit,12291
paaralan,12116
18,12107
Tinatawag,12055
pananaw,12028
Kapitan,11991
Republika,11983
Latin,11920
Muslim,11891
9,11841
sariling,11828
y,11798
pulo,11751
Marso,11739
manlalaro,11732
11,11683
Kristiyanismo,11682
to,11608
Enero,11598
Bagaman,11597
silangan,11591
lipunan,11569
Pranses,11558
iyong,11553
rito,11550
kamay,11533
naglalaman,11502
pangkalahatang,11444
sinabi,11442
Digmaang,11417
nangangahulugang,11416
Abril,11410
akda,11406
marami,11378
labas,11368
babaeng,11319
30,11269
N,11267
batang,11257
malawak,11236
kanluran,11223
itinatag,11203
Kaharian,11145
katumbas,11145
ikalawang,11132
batay,11117
taga,11111
sukat,11107
gamot,11103
buwan,11089
Disyembre,11079
Amerikano,11068
Alemanya,11052
13,11029
modernong,11026
Ngunit,11001
digmaan,10973
palabas,10949
21,10824
Israel,10822
Hunyo,10822
mahalagang,10814
C,10752
dumating,10752
oras,10742
kasalukuyan,10693
Subalit,10663
Aprika,10660
edad,10649
sining,10647
mo,10636
Santa,10611
halaga,10607
tumukoy,10590
gawa,10582
pinaka,10580
aking,10579
Oktubre,10568
kanya,10560
Agosto,10529
tanging,10515
dagat,10513
paggawa,10501
lalo,10408
Hulyo,10405
17,10395
ugnayan,10382
dahilan,10358
kapwa,10328
Tagalog,10324
katao,10257
Elias,10233
Setyembre,10214
indibidwal,10198
pagtatalik,10195
selula,10153
25,10151
Pebrero,10143
Aklat,10142
kasarian,10104
kaugnay,10096
likas,10059
isinulat,10057
limang,10052
kultura,10051
organismo,10047
Unang,10037
Europeo,10031
umiiral,10030
pampolitika,10029
Lucas,9998
III,9998
pagkakaiba,9986
lalaking,9968
minsan,9899
ibabaw,9883
_,9869
Rizal,9793
proseso,9775
sumunod,9753
gulang,9752
Nobyembre,9750
Korea,9749
madalas,9749
anim,9743
nagsimula,9674
magmula,9672
puno,9652
dalawa,9637
kaso,9619
paniniwala,9613
Gitnang,9611
nilang,9563
Pedro,9562
nagiging,9529
del,9529
ulo,9498
hilagang,9489
balat,9473
gumawa,9447
Hapones,9429
Don,9406
matapos,9389
ari,9381
teoriya,9375
layunin,9375
Ehipto,9371
24,9365
labis,9359
militar,9321
hilaga,9321
panlipunan,9317
bumubuo,9314
mababang,9289
malakas,9280
resulta,9266
magkaroon,9262
Maraming,9238
punong,9237
min,9231
telebisyon,9177
nahahati,9159
papel,9148
dekada,9137
Aleman,9134
ko,9117
tuwing,9114
pambansang,9102
0,9091
Dagat,9075
22,9062
lang,9054
Kapag,9053
John,9053
Mayroon,9050
pisikal,9041
comune,9036
pangyayari,8999
pari,8991
Islam,8961
DNA,8918
grupo,8907
ano,8903
magulang,8897
New,8874
muli,8868
sangay,8862
Simbahan,8823
daan,8817
Nagkakaisang,8805
kailangan,8797
tungkulin,8793
alam,8761
kabisera,8755
d,8746
makabagong,8690
lokal,8664
pagbibigay,8664
Damaso,8651
S,8629
panginoon,8608
kawalan,8595
mamamayan,8587
Mayroong,8586
lumitaw,8556
mahigit,8526
x,8521
Batas,8507
Ebanghelyo,8493
karaniwan,8443
2000,8416
dantaon,8403
hangganan,8401
una,8396
gayundin,8392
barangay,8382
tahanan,8360
tawag,8351
sibil,8340
Naging,8294
M,8291
Silangan,8262
kahirapan,8247
Wikang,8244
Imperyong,8239
manunulat,8230
gamitin,8214
hangin,8191
La,8178
kuwento,8164
pelikula,8157
Ikalawang,8148
mata,8142
magiging,8129
linya,8125
nagpapakita,8123
halaman,8118
lalake,8113
Pero,8113
nangyari,8071
L,8052
noon,8050
nga,8046
tinawag,8039
epekto,8022
gayon,8014
Maaaring,8012
Kaya,8010
pamamaraan,7989
patuloy,7989
maliliit,7988
Herusalem,7984
paano,7947
produkto,7942
Britanya,7918
trabaho,7880
kundi,7867
enerhiya,7865
patungo,7853
September,7824
huli,7823
ibinigay,7809
ako,7803
J,7796
Pambansang,7777
Lumang,7765
teritoryo,7754
kalagayan,7698
sunod,7690
2010,7682
28,7674
Maaari,7645
kabuuang,7640
hugis,7637
Mula,7633
katagang,7581
27,7568
Bayan,7537
Heneral,7525
At,7479
India,7478
bato,7471
maaring,7447
lakas,7429
tiyak,7405
23,7389
diwa,7389
Sinabi,7372
bakterya,7369
tinatayang,7368
kilalang,7364
pangulo,7348
pinagmulan,7346
ugnayang,7341
Kanlurang,7337
literal,7333
edukasyon,7328
Heidelberg,7321
F,7319
2008,7317
nagbigay,7313
parang,7312
mabilis,7304
2007,7292
paksa,7289
sari,7285
Pandaigdig,7270
kaharian,7265
pilosopiya,7260
Habang,7258
sapat,7257
T,7253
kalaunang,7238
Griyegong,7235
katutubong,7232
26,7224
i,7212
kalikasan,7200
sinasabing,7192
liwanag,7189
natatanging,7187
gabi,7178
H,7175
Unyong,7173
Para,7161
pamumuno,7153
gene,7141
naunang,7140
pinag,7125
titi,7118
posisyon,7117
iisang,7107
talaan,7088
puso,7082
pangalawang,7067
ukol,7058
damdamin,7049
putbol,7045
s,7032
sulat,7027
Quezon,7026
kakayahang,7020
nilalang,6997
gitna,6984
milyon,6976
kapanahunan,6963
karamdaman,6962
namang,6961
unlad,6946
ugat,6926
Pangulo,6895
papunta,6891
tulong,6890
Hudaismo,6885
ilog,6875
skolar,6853
ginagawa,6843
makikita,6798
Irlanda,6793
ebolusyon,6786
nakikilala,6772
teksto,6764
titik,6758
2009,6737
pakikipagtalik,6730
pangkaraniwang,6729
salaysay,6725
banal,6692
Buddha,6688
problema,6677
kaalaman,6677
kababaihan,6676
mang,6665
kakayahan,6654
sabihin,6654
Rusya,6652
Ginagamit,6639
panganib,6637
elemento,6632
malalaking,6612
Ilog,6610
alagad,6602
katangiang,6580
ipinaganak,6579
Gawa,6573
kasalanan,6566
liham,6557
matematika,6555
Muhammad,6532
saring,6532
silangang,6521
Emperador,6520
isip,6519
hanay,6500
University,6481
pagkakataon,6467
impormasyon,6464
malaki,6461
nakita,6460
pangangailangan,6459
teoriyang,6429
sakop,6426
imperyo,6424
Sobyet,6413
V,6403
espesye,6394
Donya,6378
World,6358
ninuno,6351
seryeng,6342
Karamihan,6336
100,6336
pagdating,6325
Imperyo,6310
maliban,6307
ikatlong,6302
Sulat,6286
paa,6285
dulo,6269
Konseho,6268
Republikang,6260
kalayaan,6252
buto,6249
natural,6243
Santiago,6238
panlabas,6231
nabubuhay,6224
huwag,6222
madaling,6220
October,6201
tamang,6192
obispo,6178
itaas,6177
species,6167
tanyag,6138
kura,6129
utak,6101
tauhan,6099
tinutukoy,6096
2005,6095
artista,6093
damit,6080
daang,6079
pinakamataas,6071
naniniwala,6061
gumagawa,6050
pormal,6047
pananampalataya,6037
minsang,6035
ulit,6020
init,6018
humantong,6008
bahaging,6007
Banal,6004
paglikha,5993
panloob,5988
ka,5973
BK,5971
Bukod,5967
Sisa,5959
for,5959
2011,5951
laro,5950
pakikipag,5925
kesa,5924
libingan,5920
mababa,5894
Espanyol,5878
ebanghelyo,5877
Karaniwang,5856
K,5848
sintomas,5840
senso,5837
Luzon,5832
Santo,5830
pitong,5827
Walang,5818
nais,5811
Sinaunang,5809
P,5807
Tsino,5806
sanggol,5805
kada,5797
kabuuan,5792
Go,5791
Lalawigan,5789
materyal,5788
kaibigan,5777
displaystyle,5768
distrito,5768
aral,5767
al,5759
lumikha,5759
kumulang,5757
dibdib,5749
1981,5742
Amerikanong,5742
gusali,5740
Haring,5713
larawan,5712
pamahalaang,5700
29,5696
mahalaga,5690
naganap,5689
siyentipiko,5688
daantaon,5686
Constantine,5676
Aquino,5675
Kalakhang,5673
kanlurang,5672
gumamit,5672
anyong,5670
manga,5664
1990,5656
Hudas,5646
2006,5637
mukha,5637
tunog,5632
lumilitaw,5607
musika,5598
kalusugan,5597
Hebreo,5588
ebidensiya,5588
pamamahala,5579
Michael,5577
pagkaraan,5574
Alto,5564
Manila,5547
halamang,5545
katayuan,5538
relihiyoso,5529
patakaran,5524
karagdagan,5523
Gresya,5522
gawin,5521
tradisyon,5513
tungo,5510
Diego,5496
iisip,5491
masa,5479
binata,5478
maagang,5475
labanan,5472
linggo,5431
kilometro,5418
United,5406
pinaniniwalaang,5405
galing,5401
dami,5401
nilikha,5396
paglalakbay,5387
emperador,5383
yugto,5383
kasal,5382
katotohanan,5380
ideya,5359
papa,5337
diin,5322
impluwensiya,5315
pagsusuri,5314
Basilio,5312
mabuting,5305
album,5303
sentro,5302
pamumuhay,5293
homoseksuwal,5292
dios,5290
tila,5281
1991,5265
konsepto,5259
nangyayari,5259
pumasok,5247
isipan,5245
Kasama,5238
40,5228
pamagat,5226
mahabang,5226
nagsasaad,5225
pagsasanay,5225
IV,5208
malawakang,5206
kabila,5204
alang,5202
B,5187
katawagan,5186
naninirahan,5180
Unibersidad,5178
pagtaas,5176
doon,5173
Panahon,5166
karapatan,5166
c,5158
Trentino,5151
kilos,5151
is,5150
kapaligiran,5146
kabataan,5145
payak,5135
Adige,5135
Philippine,5131
pandaigdigang,5128
Filipino,5124
natagpuan,5119
miyembro,5117
industriya,5116
Inglatera,5113
pananaliksik,5110
Venezia,5106
sinasabi,5103
mahirap,5096
serye,5094
baybayin,5093
aari,5078
pamayanan,5075
panitikan,5065
pinamumunuan,5061
kahulugang,5040
1980,5036
ginto,5036
2004,5033
beses,5031
pero,5006
salapi,4997
Anak,4996
impeksiyon,4994
haba,4993
ating,4989
laman,4988
malamang,4985
Ortodokso,4983
ganap,4969
normal,4966
kailangang,4951
anime,4948
March,4948
relasyon,4947
Norte,4939
iskolar,4934
kinikilala,4932
nakaraang,4929
kabahayan,4923
baka,4922
guro,4922
bundok,4920
pangkalahatan,4917
awit,4914
sapagka't,4913
karagdagang,4911
Tiago,4906
Bago,4903
itlog,4902
isinasagawa,4901
Giulia,4898
masel,4891
mismong,4876
kinatawan,4873
lebel,4869
California,4862
Araw,4861
nagaganap,4860
sangkap,4860
Sila,4850
Matatagpuan,4849
mabuti,4837
pamilihan,4828
klaseng,4826
negosyo,4821
kompyuter,4815
gayong,4814
organisasyon,4811
nakilala,4810
Canada,4808
SudtirolTuskanyaUmbriaVeneto,4797
MolisePiemonteSardiniaSicilia,4797
LazioLiguriaLombardyMarche,4797
RomagnaFriuli,4797
CalabriaCampaniaEmilia,4797
AostaApuliaBasilicata,4797
AbruzzoLambak,4797
2001,4794
sinasalita,4790
termino,4788
G,4781
asawang,4765
lumabas,4763
pananakop,4758
paglalarawan,4756
karapatang,4750
Monferrato,4738
nakatuon,4736
Salvi,4731
Mehiko,4729
kasunod,4728
York,4726
humigit,4724
inilalarawan,4724
daanan,4713
serbisyo,4711
kumakatawan,4709
presyo,4709
kanon,4708
dulot,4700
Binubuo,4698
suliranin,4695
halalan,4694
Israelita,4691
Kilala,4688
relihiyong,4685
Abenida,4669
Ilan,4630
prosesong,4624
dakilang,4619
tatak,4617
harap,4615
nauugnay,4613
bakit,4611
nangangailangan,4605
kailan,4602
31,4600
bunga,4583
malayang,4575
paligid,4562
pagkamatay,4556
paggamot,4550
fossil,4549
Kahit,4546
pangkasarian,4543
paraang,4543
International,4534
Sur,4532
City,4529
pisika,4524
unibersidad,4522
Samantala,4517
estadong,4515
matanda,4511
punto,4499
butas,4499
pagpili,4494
Intsik,4488
1992,4488
pangyayaring,4482
kahoy,4475
50,4466
isda,4465
bandang,4462
kauna,4460
pantay,4454
kulturang,4447
Punong,4437
katimugang,4429
pantao,4428
partido,4420
natuklasan,4416
gitnang,4416
uniberso,4415
Palaiologos,4412
temperatura,4412
langis,4411
hiwalay,4395
gilid,4390
1986,4382
matagumpay,4381
no,4381
1989,4371
pagtanggap,4371
langit,4369
programa,4369
pansin,4352
usapan,4350
kapuluan,4340
hukbong,4336
makita,4334
baga,4331
nagsimulang,4324
estasyon,4316
nabuo,4314
sahod,4308
bumalik,4306
Palomar,4304
maikling,4303
HIV,4296
modelo,4291
la,4290
Mas,4288
paniniwalang,4285
on,4285
depresyon,4283
Arabo,4276
produksiyon,4273
talagang,4270
Ruso,4267
National,4262
unti,4257
klase,4249
hukbo,4246
van,4245
kawalang,4240
tanda,4240
kondisyon,4233
taas,4227
Estado,4223
apoy,4221
Pangulong,4221
posibleng,4220
bituin,4219
1978,4217
Pilipinong,4213
kapanganakan,4212
bukas,4208
pelikulang,4207
Ama,4207
salin,4203
Hangul,4202
R,4200
kasunduan,4196
baboy,4194
karanasan,4194
base,4191
nakikita,4186
pamamaraang,4182
X,4178
sama,4176
yunit,4174
itim,4174
politika,4168
nakabatay,4161
pagbabagong,4161
mahusay,4157
matinding,4154
kalakal,4135
labi,4135
aawit,4131
kalaunan,4127
likod,4127
Polonya,4126
kasulatan,4125
James,4122
suso,4119
kompanya,4117
naglalarawan,4116
pamilyang,4112
kontrol,4107
Nasa,4104
pariralang,4101
pagdiriwang,4098
gawi,4097
bibig,4097
malaman,4097
anong,4093
Hari,4091
Valley,4087
tagasunod,4075
rate,4075
Bundok,4072
malinaw,4072
matagal,4067
alperes,4066
pahayag,4065
tula,4064
Koreano,4061
angkop,4061
Francisco,4058
siyudad,4056
araling,4047
rehiyong,4047
dalaga,4043
unahang,4042
bukod,4041
August,4038
2003,4036
Kanluran,4035
terminong,4034
Guinea,4031
katawagang,4029
nagpapahiwatig,4024
nagawa,4020
Nauchnij,4018
galaw,4015
pampublikong,4013
Homo,4012
ba,3992
nagmumula,3989
Matapos,3987
lahi,3985
legal,3982
Indonesia,3980
personal,3980
sikat,3958
mahahalagang,3955
kamag,3954
homoseksuwalidad,3940
alak,3940
santo,3934
krus,3931
ganito,3928
aasal,3927
kapangyarihang,3926
bulaklak,3924
kalakalan,3923
kinasasangkutan,3923
naniniwalang,3921
Kristo,3913
pagbagsak,3907
kautusan,3899
2013,3898
Upang,3896
panitikang,3886
pagtuturo,3874
km,3873
kataga,3872
patay,3870
ibon,3866
metal,3864
m,3863
sundalo,3862
kaagad,3856
tumaas,3855
atomo,3852
binigyang,3851
tradisyonal,3850
aangkin,3844
Republic,3844
n,3843
apostol,3841
paglago,3841
libong,3841
aspeto,3838
kaluluwa,3838
Pasipiko,3835
sampung,3835
patungong,3834
e,3832
ugali,3828
Dito,3828
teknolohiya,3826
umalis,3826
takot,3820
palaging,3820
lansangan,3815
Ilang,3814
kalahati,3812
El,3808
Dakilang,3801
Gales,3799
1945,3799
dahon,3797
ginawang,3790
buhok,3790
mainit,3787
Paris,3784
kinuha,3780
Bansa,3778
Moises,3777
nasabing,3775
2012,3771
pagsubok,3771
pagkaing,3770
kakulangan,3769
as,3766
1995,3764
tuloy,3763
karne,3753
nabanggit,3749
panig,3746
Ebreo,3741
paghahari,3738
Mindanao,3736
1960,3734
publiko,3734
Malaysia,3732
pamantayan,3730
walong,3728
matatag,3722
Karagatang,3716
Nagkaroon,3701
Nagsimula,3699
nagsasalita,3695
atake,3689
inyong,3689
Eskosya,3687
kilusang,3682
tinatanggap,3677
ninyo,3677
saklaw,3676
uring,3676
Olimpiko,3675
nagdulot,3665
tradisyong,3664
kahabaan,3663
ngipin,3662
manggagamot,3658
metro,3658
kumbento,3656
kinakailangan,3654
samahan,3651
David,3651
kandidato,3647
pagpapahalaga,3646
mismo,3644
kimikal,3642
Constantino,3642
Leo,3636
Pulo,3634
seleksiyon,3633
direktang,3633
GMA,3633
saserdote,3618
utos,3617
siya'y,3615
Marami,3615
naka,3612
1993,3610
nakuha,3597
katutubo,3595
February,3595
bersiyon,3594
nawala,3589
bumuo,3589
siyam,3589
dalubhasa,3588
kaisipan,3586
iyo,3585
natin,3582
Apostol,3575
pagkilala,3569
kaunting,3563
inilabas,3562
tagumpay,3559
hinango,3555
banda,3553
Pang,3548
College,3546
Dinastiyang,3545
Italyano,3540
sino,3537
American,3535
yari,3534
magandang,3532
kasanayan,3531
tuwirang,3528
Network,3527
Kristiyanong,3525
W,3525
Kanyang,3524
totoo,3524
ekonomiko,3520
Isabel,3519
gaanong,3518
tag,3513
pera,3507
kadalasan,3506
simbahang,3504
sumulat,3503
mamatay,3502
lubos,3501
heneral,3492
batong,3490
November,3488
1984,3483
labing,3483
nararapat,3477
Pagkaraan,3476
mahihirap,3473
Hitler,3469
pamayanang,3469
analisis,3469
Cebu,3468
presyon,3466
nagbabago,3466
kalagitnaan,3466
katalik,3464
saligang,3460
bangkay,3457
magbigay,3457
haring,3455
tingnan,3453
NK,3452
Katulad,3451
ulat,3451
School,3448
pilosopiyang,3445
silid,3445
lumang,3445
himpilan,3444
propeta,3443
was,3443
kaganapan,3439
katuruan,3437
kasangkapan,3435
kita,3428
institusyon,3425
Charles,3419
kasangkapang,3414
Robert,3413
seksuwalidad,3412
dinala,3411
ministro,3410
muna,3409
1977,3408
suporta,3408
sekswal,3403
maliwanag,3403
modelong,3398
Tanakh,3397
binigyan,3396
Panginoon,3396
digmaang,3390
North,3388
pasyente,3386
lumilikha,3385
politiko,3374
kapayapaan,3373
1997,3372
masamang,3372
mainam,3370
akin,3370
nakatira,3368
William,3367
1998,3361
Dr,3360
1979,3358
kapitan,3357
Clara,3353
tanong,3351
pagka,3350
interes,3350
O,3349
1982,3348
simpleng,3347
katinig,3342
munisipalidad,3338
espesyal,3338
pagsasagawa,3336
natatangi,3332
krimen,3330
bilyong,3329
tumungo,3327
tala,3327
magkatulad,3325
Tiyago,3324
ibaba,3324
tinanggap,3321
alitan,3318
da,3317
kuwentong,3313
piling,3312
Nagmula,3311
Wikipedia,3308
manggagawa,3304
grupong,3303
Miguel,3303
bakal,3300
lawa,3295
1975,3294
Australia,3291
patakarang,3288
Central,3288
nilalaman,3278
paghahanap,3272
umaabot,3268
Rafael,3263
kasamang,3262
lawak,3256
kahalagahan,3256
Pag,3255
puwesto,3253
binuo,3252
Kapulungan,3250
Union,3249
Daang,3248
umabot,3248
selulang,3244
Mesa,3243
pangungusap,3242
sagisag,3241
matandang,3239
Persian,3238
puting,3237
1988,3236
mitolohiyang,3236
lalong,3236
kemikal,3233
South,3232
kalalakihan,3231
negatibong,3231
medisina,3230
paglipas,3225
produktong,3224
Kastilang,3219
pangkatawan,3218
2002,3216
pamamaga,3211
ref,3209
iral,3208
birus,3202
gas,3202
larong,3196
Budismo,3193
templo,3193
60,3191
1973,3189
VI,3188
ekonomika,3188
programang,3188
pagnanais,3187
Ika,3185
simbolo,3183
disiplina,3182
bigkas,3177
unting,3175
nanalo,3175
1987,3171
utang,3170
January,3167
kalooban,3167
karagatan,3164
pagkawala,3159
Pangunahing,3156
isinagawa,3156
Houten,3155
ikaw,3154
Manuel,3154
panggagamot,3153
layuning,3151
henetiko,3150
Kaugnay,3148
balangkas,3146
inilarawan,3145
nagtatag,3144
pinunong,3137
pagtukoy,3136
kayarian,3135
Coordinates,3132
doktrina,3131
area,3130
pampagtatalik,3127
or,3127
dako,3124
daloy,3124
disenyo,3120
sabay,3118
Austria,3116
pinakamatandang,3115
1976,3107
kawal,3107
trono,3104
prinsipyo,3100
tagapagtatag,3100
tukuyin,3097
timbang,3097
that,3096
Zamboanga,3094
Jesus,3092
pangkaraniwan,3090
Jr,3090
sasakyang,3090
kalapit,3090
tugon,3087
kopya,3084
anghel,3084
tinapay,3082
alkalde,3082
kayo,3082
nananatiling,3081
Masedonya,3080
paghahanda,3078
Oriental,3076
maling,3076
hinaharap,3076
Pandaigdigang,3075
itinayo,3073
De,3072
Constantinople,3070
Mundo,3069
Santos,3069
Daigdig,3068
ebolb,3068
pamantasan,3066
Wolf,3064
sektang,3064
pinaniniwalaan,3063
Indiya,3062
1994,3061
by,3061
km2,3056
Joseph,3050
EDSA,3049
popular,3044
elektron,3038
nobela,3038
paglaki,3037
operasyon,3033
1970,3028
pangkasalukuyang,3024
Belhika,3024
Labanan,3023
batayan,3023
organismong,3018
mahigpit,3017
pista,3016
Kongreso,3016
Unggarya,3014
gastos,3006
parte,3006
kaugalian,3006
tirahan,3004
Hukbong,3003
klasikong,3000
aaralan,2992
porsiyento,2980
populasyong,2979
artikulo,2976
tinig,2976
network,2974
kaunti,2972
pagbabalik,2972
nagsasagawa,2971
plano,2967
lumipat,2966
GDP,2965
pagpatay,2962
Nag,2955
galit,2952
Y,2951
ipinakilala,2951
nanatili,2949
pamantayang,2948
Awit,2947
masama,2946
Linares,2943
paningin,2940
dayuhan,2940
Pamantasan,2936
Arabe,2932
kagamitan,2931
bakuna,2928
asido,2926
tatlo,2925
tradisyunal,2924
Fernando,2924
mi,2923
Congo,2923
bumagsak,2919
Birhen,2916
paliwanag,2911
Center,2910
Batay,2910
mamalya,2908
espasyo,2908
pagsulat,2907
pagpasok,2905
Saligang,2904
akdang,2903
posisyong,2903
ABS,2896
umuunlad,2895
kaaway,2890
East,2885
Portuges,2885
CBN,2883
Laguna,2881
Ali,2879
punsiyon,2878
nagdudulot,2877
tanggapan,2876
Cagayan,2876
linyang,2873
nabuhay,2873
pula,2872
binanggit,2867
piraso,2864
Pasig,2858
daw,2858
pagpapakamatay,2857
molekula,2856
malaya,2856
Hong,2851
Association,2850
sabi,2848
imperyong,2846
pagsasaliksik,2846
payo,2846
Canavese,2844
tawagin,2844
pangkalusugan,2844
Kong,2843
barko,2843
British,2842
nasasakupan,2841
nagsisimula,2840
1983,2837
Ministro,2832
Maling,2827
pananalita,2827
wakas,2826
aralan,2825
iisa,2823
milya,2822
natitirang,2820
buwis,2819
ipinahayag,2818
kalinangan,2817
umunlad,2816
Thailand,2815
Septuagint,2815
bisa,2815
dati,2815
lokasyon,2814
nagkakaroon,2814
Kapuluang,2812
Dating,2812
nagsisilbing,2812
pribadong,2812
gawing,2811
interpretasyon,2809
Lahat,2807
pagpapahayag,2805
sekta,2804
isyu,2802
1985,2801
nagpatuloy,2800
tama,2798
1950,2797
ilarawan,2796
paminsan,2796
kalimitang,2795
BC,2795
inilagay,2795
binago,2795
malalim,2794
tumanggap,2794
200,2789
Taiwan,2789
kasiyahan,2787
konseho,2785
TV,2785
paanong,2784
sobrang,2784
nalalaman,2783
Jackson,2782
sinundan,2782
susunod,2781
paghihiwalay,2780
karakter,2780
paring,2779
usap,2776
Henry,2775
tumatanggap,2775
paaralang,2769
Martin,2769
Katumbas,2767
guhit,2766
halagang,2764
moral,2759
UE,2758
katawang,2757
Teoriya,2753
panrelihiyon,2751
pagsusulat,2751
Corinto,2748
kayamanan,2748
banggit,2744
petsa,2744
alamat,2741
1996,2740
paksang,2739
Di,2739
Digmaan,2734
sumali,2734
proyekto,2733
Ingglatera,2732
datos,2731
dagdag,2730
gobyerno,2728
Shia,2720
April,2720
partikulo,2719
sumapit,2719
Anderson,2718
Portugal,2717
Philippines,2716
Chernykh,2714
Una,2713
sila'y,2709
agad,2708
etniko,2707
Islands,2705
Ferdinand,2705
Ilocos,2702
Taong,2702
pinalitan,2701
iminungkahi,2701
Iran,2700
tren,2700
ulan,2700
70,2698
pagpapaunlad,2697
buo,2697
Carlos,2695
bangka,2695
pareho,2692
Estrada,2691
edukasyong,2691
sayaw,2689
nakatanggap,2689
Cruz,2689
bigat,2689
daliri,2688
bilis,2687
kalawakan,2685
height,2683
karunungan,2683
90,2681
ikaapat,2678
Saint,2677
Crispin,2674
